UniprotID,Species,Temperature preference,Data Type
Q6EVZ3,Nymphaea alba,mesophilic,train
B2GJ13,Kocuria rhizophila,mesophilic,train
Q87WD6,Pseudomonas syringae,mesophilic,train
P81949,Bacillus licheniformis,mesophilic,train
Q6DH82,Danio rerio,mesophilic,train
X8FHN4,Mycobacterium ulcerans,mesophilic,train
Q83HX8,Tropheryma whipplei,mesophilic,train
Q02FT1,Pseudomonas aeruginosa,mesophilic,train
A6TRK2,Alkaliphilus metalliredigens,mesophilic,train
Q482T6,Colwellia psychrerythraea,psychrophilic,train
Q042T2,Lactobacillus gasseri,mesophilic,train
C1AL67,Mycobacterium bovis,mesophilic,train
C1DFK6,Azotobacter vinelandii,mesophilic,train
A6WWW2,Brucella anthropi,mesophilic,train
B9JGT0,Agrobacterium radiobacter,mesophilic,train
A4SXQ8,Polynucleobacter asymbioticus,mesophilic,train
C5C9T9,Micrococcus luteus,mesophilic,train
A5I4I8,Clostridium botulinum,mesophilic,train
C4XJA5,Desulfovibrio magneticus,mesophilic,train
Q0BKU0,Francisella tularensis,mesophilic,train
C3LSQ1,Vibrio cholerae,mesophilic,train
A2S464,Burkholderia mallei,mesophilic,train
A4FM23,Saccharopolyspora erythraea,mesophilic,train
A8MFB3,Alkaliphilus oremlandii,mesophilic,train
Q6A7P5,Cutibacterium acnes,mesophilic,train
Q6FF13,Acinetobacter baylyi,mesophilic,train
B4SQR7,Stenotrophomonas maltophilia,mesophilic,train
Q8FTA2,Corynebacterium efficiens,mesophilic,train
B2HCV5,Mycobacterium marinum,mesophilic,train
B8ELE2,Methylocella silvestris,mesophilic,train
A4G0C8,Methanococcus maripaludis,mesophilic,train
A9A8N0,Methanococcus maripaludis,mesophilic,train
A6VI49,Methanococcus maripaludis,mesophilic,train
Q6M155,Methanococcus maripaludis,mesophilic,train
A6UT96,Methanococcus aeolicus,thermophilic,train
O25935,Helicobacter pylori,mesophilic,train
B2J8Q3,Nostoc punctiforme,mesophilic,train
P44561,Haemophilus influenzae,mesophilic,train
Q0PAU2,Campylobacter jejuni,mesophilic,train
A0A3P7DYL9,Wuchereria bancrofti,mesophilic,train
Q58149,Methanocaldococcus jannaschii,thermophilic,train
Q0PBN4,Campylobacter jejuni,mesophilic,train
A0A0P0WRD9,Oryza sativa,mesophilic,train
Q57660,Methanocaldococcus jannaschii,thermophilic,train
A0A0P0VAC8,Oryza sativa,mesophilic,train
Q54BW8,Dictyostelium discoideum,mesophilic,train
Q4DCA6,Trypanosoma cruzi,mesophilic,train
Q38FJ5,Trypanosoma brucei,mesophilic,train
Q57838,Methanocaldococcus jannaschii,thermophilic,train
A0A1C1CAE3,Cladophialophora carrionii,mesophilic,train
P0A9N3,Shigella flexneri,mesophilic,train
Q32BC7,Shigella dysenteriae,mesophilic,train
Q7CPN7,Salmonella typhimurium,mesophilic,train
P51185,Klebsiella oxytoca,mesophilic,train
P0A9N0,Escherichia coli,mesophilic,train
A0A0H3GW82,Klebsiella pneumoniae,mesophilic,train
P0A9N1,Escherichia coli,mesophilic,train
Q9I3M0,Pseudomonas aeruginosa,mesophilic,train
P0A9N2,Escherichia coli,mesophilic,train
Q5MZL0,Synechococcus sp.,mesophilic,train
B3DFB2,Microcystis aeruginosa,mesophilic,train
Q6NH60,Corynebacterium diphtheriae,mesophilic,train
P83667,Delonix regia,mesophilic,train
Q7VL21,Haemophilus ducreyi,mesophilic,train
A0A3P7EHK0,Wuchereria bancrofti,mesophilic,train
P84724,Pinus strobus,mesophilic,train
A8FCS8,Bacillus pumilus,mesophilic,train
A7Z487,Bacillus velezensis,mesophilic,train
Q45497,Bacillus subtilis,mesophilic,train
Q8Z9K1,Salmonella typhi,mesophilic,train
B5FI28,Salmonella dublin,mesophilic,train
A8ALQ5,Citrobacter koseri,mesophilic,train
B5YZ82,Escherichia coli,mesophilic,train
Q8ZRW3,Salmonella typhimurium,mesophilic,train
Q57TH5,Salmonella choleraesuis,mesophilic,train
B7UI92,Escherichia coli,mesophilic,train
A7ZVZ8,Escherichia coli,mesophilic,train
Q8XA24,Escherichia coli,mesophilic,train
B4TWT0,Salmonella schwarzengrund,mesophilic,train
B4TII5,Salmonella heidelberg,mesophilic,train
Q4D0B0,Trypanosoma cruzi,mesophilic,train
B2IVK6,Nostoc punctiforme,mesophilic,train
B8HKC7,Cyanothece sp.,mesophilic,train
Q31MB7,Synechococcus elongatus,mesophilic,train
Q8MA02,Chaetosphaeridium globosum,mesophilic,train
Q9MUR5,Mesostigma viride,mesophilic,train
Q8DMS1,Thermosynechococcus elongatus,thermophilic,train
B7JY30,Rippkaea orientalis,mesophilic,train
Q85CF2,Anthoceros angustus,mesophilic,train
Q6NNH6,Arabidopsis thaliana,mesophilic,train
P0C2A6,Ranoidea gracilenta,mesophilic,train
P62548,Ranoidea xanthomera,mesophilic,train
Q4G391,Emiliania huxleyi,mesophilic,train
Q9HVH9,Pseudomonas aeruginosa,mesophilic,train
B1MLG8,Mycobacteroides abscessus,mesophilic,train
Q0P8K9,Campylobacter jejuni,mesophilic,train
Q0PBZ0,Campylobacter jejuni,mesophilic,train
Q57666,Methanocaldococcus jannaschii,thermophilic,train
Q8MTJ7,Dictyostelium discoideum,mesophilic,train
P56052,Helicobacter pylori,mesophilic,train
Q12036,Saccharomyces cerevisiae,mesophilic,train
Q58805,Methanocaldococcus jannaschii,thermophilic,train
Q54MD6,Dictyostelium discoideum,mesophilic,train
A0A0N4UQR5,Dracunculus medinensis,mesophilic,train
Q7CPB2,Salmonella typhimurium,mesophilic,train
Q327V2,Shigella dysenteriae,mesophilic,train
Q92V27,Rhizobium meliloti,mesophilic,train
A0A0D2GWH5,Fonsecaea pedrosoi,mesophilic,train
Q97EJ6,Clostridium acetobutylicum,mesophilic,train
Q2G2D3,Staphylococcus aureus,mesophilic,train
Q57960,Methanocaldococcus jannaschii,thermophilic,train
P80917,Alcaligenes faecalis,mesophilic,train
Q88CI8,Pseudomonas putida,mesophilic,train
E3GW42,Methanothermus fervidus,thermophilic,train
F8AJL1,Methanothermococcus okinawensis,thermophilic,train
A0A0P0VEU1,Oryza sativa,mesophilic,train
Q5ALW1,Candida albicans,mesophilic,train
A0A3Q0KBV3,Schistosoma mansoni,mesophilic,train
A7IPP9,Xanthobacter autotrophicus,mesophilic,train
Q8CZ24,Streptococcus pneumoniae,mesophilic,train
A4H5X0,Leishmania braziliensis,mesophilic,train
A0A077ZEC4,Trichuris trichiura,mesophilic,train
A6V255,Pseudomonas aeruginosa,mesophilic,train
P0C2A8,Ranoidea gracilenta,mesophilic,train
P62549,Ranoidea chloris,mesophilic,train
P85179,Viola odorata,mesophilic,train
P85178,Viola odorata,mesophilic,train
C0HK33,Melicytus latifolius,mesophilic,train
P28529,Diacronema lutheri,mesophilic,train
Q9P7D6,Schizosaccharomyces pombe,mesophilic,train
A1KRM4,Neisseria meningitidis,mesophilic,train
A9M3R5,Neisseria meningitidis,mesophilic,train
Q9R5K5,Delftia acidovorans,mesophilic,train
P82040,Uperoleia mjobergii,mesophilic,train
Q88MZ4,Pseudomonas putida,mesophilic,train
C4QX11,Komagataella phaffii,mesophilic,train
A8IAP0,Azorhizobium caulinodans,mesophilic,train
A0A0B4LEP6,Drosophila melanogaster,mesophilic,train
P82419,Neoponera goeldii,mesophilic,train
K7K2M4,Glycine max,mesophilic,train
Q8TY29,Methanopyrus kandleri,thermophilic,train
Q9I3E9,Pseudomonas aeruginosa,mesophilic,train
A0A0D2E117,Fonsecaea pedrosoi,mesophilic,train
Q0JN82,Oryza sativa,mesophilic,train
A0A1D6P754,Zea mays,mesophilic,train
A4YIL9,Metallosphaera sedula,thermophilic,train
B6YWH9,Thermococcus onnurineus,thermophilic,train
P62008,Pyrococcus abyssi,thermophilic,train
C5A1V9,Thermococcus gammatolerans,thermophilic,train
Q5JGR3,Thermococcus kodakarensis,thermophilic,train
B5XN84,Klebsiella pneumoniae,mesophilic,train
P82420,Neoponera goeldii,mesophilic,train
Q9VET3,Drosophila melanogaster,mesophilic,train
Q4L6A9,Staphylococcus haemolyticus,mesophilic,train
P33670,Pseudomonas putida,mesophilic,train
P94443,Bacillus subtilis,mesophilic,train
P81622,Streptococcus thermophilus,thermophilic,train
A0A1P8B0W0,Arabidopsis thaliana,mesophilic,train
A0A2R8QUQ7,Danio rerio,mesophilic,train
Q972B1,Sulfurisphaera tokodaii,thermophilic,train
U7PNH3,Sporothrix schenckii,mesophilic,train
A5IM19,Thermotoga petrophila,thermophilic,train
Q9X1Q0,Thermotoga maritima,thermophilic,train
E3W750,Caenorhabditis elegans,mesophilic,train
Q927E4,Listeria innocua,mesophilic,train
Q3AR93,Chlorobium chlorochromatii,mesophilic,train
A9AST0,Burkholderia multivorans,mesophilic,train
O86449,Pseudanabaena sp.,mesophilic,train
X1WGD1,Danio rerio,mesophilic,train
C0HLR0,Chattonella marina,mesophilic,train
Q7VL87,Haemophilus ducreyi,mesophilic,train
Q7A7A1,Staphylococcus aureus,mesophilic,train
Q2FJC0,Staphylococcus aureus,mesophilic,train
A6TYZ6,Staphylococcus aureus,mesophilic,train
A5IQ73,Staphylococcus aureus,mesophilic,train
Q6GJE9,Staphylococcus aureus,mesophilic,train
Q5HIF4,Staphylococcus aureus,mesophilic,train
Q2YSE1,Staphylococcus aureus,mesophilic,train
A7WYT2,Staphylococcus aureus,mesophilic,train
A8YZL6,Staphylococcus aureus,mesophilic,train
Q8CQV8,Staphylococcus epidermidis,mesophilic,train
A6QEH2,Staphylococcus aureus,mesophilic,train
A0A0H3GWW1,Klebsiella pneumoniae,mesophilic,train
Q2G0Q0,Staphylococcus aureus,mesophilic,train
P84972,Populus euphratica,mesophilic,train
P55967,Triticum aestivum,mesophilic,train
U3PVA8,Escherichia coli,mesophilic,train
Q7T364,Danio rerio,mesophilic,train
P15333,Azotobacter chroococcum,mesophilic,train
O68951,Azotobacter salinestris,mesophilic,train
J9F366,Wuchereria bancrofti,mesophilic,train
Q4CR56,Trypanosoma cruzi,mesophilic,train
Q4CR41,Trypanosoma cruzi,mesophilic,train
Q7CQ14,Salmonella typhimurium,mesophilic,train
Q4CKD3,Trypanosoma cruzi,mesophilic,train
Q2FZD5,Staphylococcus aureus,mesophilic,train
P43780,Haemophilus influenzae,mesophilic,train
B0K6Z9,Thermoanaerobacter sp.,thermophilic,train
Q8ZNY0,Salmonella typhimurium,mesophilic,train
Q58906,Methanocaldococcus jannaschii,thermophilic,train
Q0IVE4,Oryza sativa,mesophilic,train
Q250M4,Desulfitobacterium hafniense,mesophilic,train
C3P9R3,Bacillus anthracis,mesophilic,train
Q0IU77,Oryza sativa,mesophilic,train
P09402,Dictyostelium discoideum,mesophilic,train
A0A0K0E571,Strongyloides stercoralis,mesophilic,train
A0A0K0EPF5,Strongyloides stercoralis,mesophilic,train
P80453,Avibacterium avium,mesophilic,train
P82997,Pseudomonas sp.,mesophilic,train
P86548,Glycine max,mesophilic,train
P80821,Solanum lycopersicum,mesophilic,train
A0A0R0G599,Glycine max,mesophilic,train
P64406,Streptococcus pneumoniae,mesophilic,train
Q7MSF4,Wolinella succinogenes,mesophilic,train
Q7A1R6,Staphylococcus aureus,mesophilic,train
Q99W83,Staphylococcus aureus,mesophilic,train
Q6GBW8,Staphylococcus aureus,mesophilic,train
P00291,Sambucus nigra,mesophilic,train
P00288,Vicia faba,mesophilic,train
P00290,Lactuca sativa,mesophilic,train
P20422,Daucus carota,mesophilic,train
P56274,Ulva pertusa,mesophilic,train
P13133,Ulva arasakii,mesophilic,train
P07465,Ulva prolifera,mesophilic,train
A0A2R8QSE3,Danio rerio,mesophilic,train
A0A3P7EB50,Wuchereria bancrofti,mesophilic,train
Q38VU9,Lactobacillus sakei,mesophilic,train
Q03G94,Pediococcus pentosaceus,mesophilic,train
P69020,Ranoidea raniformis,mesophilic,train
P82396,Ranoidea raniformis,mesophilic,train
P69023,Ranoidea aurea,mesophilic,train
P69022,Ranoidea raniformis,mesophilic,train
A0A0R0EMQ2,Glycine max,mesophilic,train
B3PHG9,Cellvibrio japonicus,mesophilic,train
A1RXY3,Thermofilum pendens,thermophilic,train
P81851,Ranoidea citropa,mesophilic,train
P82397,Ranoidea aurea,mesophilic,train
P11899,Escherichia coli,mesophilic,train
F6RZ85,Mus musculus,mesophilic,train
Q9I6B1,Pseudomonas aeruginosa,mesophilic,train
Q55CF3,Dictyostelium discoideum,mesophilic,train
P10489,Leptomonas seymouri,mesophilic,train
P58451,Viola arvensis,mesophilic,train
P83838,Viola odorata,mesophilic,train
P00294,Capsella bursa-pastoris,mesophilic,train
P35476,Nicotiana tabacum,mesophilic,train
P35477,Nicotiana tabacum,mesophilic,train
P00297,Solanum crispum,mesophilic,train
Q4L3H9,Staphylococcus haemolyticus,mesophilic,train
Q6AC73,Leifsonia xyli,mesophilic,train
X8F370,Mycobacterium ulcerans,mesophilic,train
P83149,Vibrio alginolyticus,mesophilic,train
Q54IF7,Dictyostelium discoideum,mesophilic,train
C1P617,Escherichia coli,mesophilic,train
C1P616,Escherichia coli,mesophilic,train
C1P615,Escherichia coli,mesophilic,train
P0DTD4,Pithecopus nordestinus,mesophilic,train
P72641,Synechocystis sp.,mesophilic,train
C6SWB0,Glycine max,mesophilic,train
A0A3P7EFW1,Wuchereria bancrofti,mesophilic,train
Q2G1U9,Staphylococcus aureus,mesophilic,train
O30045,Archaeoglobus fulgidus,thermophilic,train
A0A5K4F726,Schistosoma mansoni,mesophilic,train
Q12178,Saccharomyces cerevisiae,mesophilic,train
Q2G270,Staphylococcus aureus,mesophilic,train
Q2G139,Staphylococcus aureus,mesophilic,train
A0A0D2DLP9,Fonsecaea pedrosoi,mesophilic,train
A0A0D2H4I7,Fonsecaea pedrosoi,mesophilic,train
A0A0D2H2B3,Fonsecaea pedrosoi,mesophilic,train
C7IYK9,Oryza sativa,mesophilic,train
Q58584,Methanocaldococcus jannaschii,thermophilic,train
A0A0P0VEI4,Oryza sativa,mesophilic,train
A0A3P7DTV8,Wuchereria bancrofti,mesophilic,train
A0A0P0Y4I0,Oryza sativa,mesophilic,train
A0A5K4F9M4,Schistosoma mansoni,mesophilic,train
P00298,Rumex obtusifolius,mesophilic,train
P34642,Caenorhabditis elegans,mesophilic,train
C0HKK1,Viola inconspicua,mesophilic,train
P27642,Bacillus licheniformis,mesophilic,train
O31786,Bacillus subtilis,mesophilic,train
Q2G178,Staphylococcus aureus,mesophilic,train
Q4DJ25,Trypanosoma cruzi,mesophilic,train
Q4DM29,Trypanosoma cruzi,mesophilic,train
P44301,Haemophilus influenzae,mesophilic,train
Q9PPF2,Campylobacter jejuni,mesophilic,train
Q0JI73,Oryza sativa,mesophilic,train
A0A0P0XN39,Oryza sativa,mesophilic,train
Q2FVS6,Staphylococcus aureus,mesophilic,train
P14120,Saccharomyces cerevisiae,mesophilic,train
Q4DIC9,Trypanosoma cruzi,mesophilic,train
Q4D8K3,Trypanosoma cruzi,mesophilic,train
A0A0B4LF48,Drosophila melanogaster,mesophilic,train
O28137,Archaeoglobus fulgidus,thermophilic,train
Q6A6X0,Caenorhabditis elegans,mesophilic,train
B8GQ48,Thioalkalivibrio sulfidiphilus,mesophilic,train
A4YF67,Metallosphaera sedula,thermophilic,train
Q17WP3,Helicobacter acinonychis,mesophilic,train
O25703,Helicobacter pylori,mesophilic,train
Q1CUC1,Helicobacter pylori,mesophilic,train
P0AF50,Escherichia coli,mesophilic,train
Q327X0,Shigella dysenteriae,mesophilic,train
P0AF51,Escherichia coli,mesophilic,train
B6UCF3,Zea mays,mesophilic,train
Q3SKG9,Thiobacillus denitrificans,mesophilic,train
P59681,Geobacillus stearothermophilus,thermophilic,train
P37863,Azotobacter vinelandii,mesophilic,train
Q4DBS1,Trypanosoma cruzi,mesophilic,train
Q32F95,Shigella dysenteriae,mesophilic,train
A0A0R0LF54,Glycine max,mesophilic,train
B7N5F1,Escherichia coli,mesophilic,train
Q2FZX1,Staphylococcus aureus,mesophilic,train
B8D5M3,Desulfurococcus amylolyticus,thermophilic,train
O27304,Methanothermobacter thermautotrophicus,thermophilic,train
Q5G290,Naja sagittifera,mesophilic,train
P83655,Heterometrus spinifer,mesophilic,train
A0A2K5ATN3,Caenorhabditis elegans,mesophilic,train
P80729,Solanum tuberosum,mesophilic,train
I1M4U1,Glycine max,mesophilic,train
P81874,Acinetobacter calcoaceticus,mesophilic,train
P28870,Candida albicans,mesophilic,train
Q74MQ6,Nanoarchaeum equitans,thermophilic,train
P69835,Grammistes sexlineatus,mesophilic,train
C7T1P2,Conus ebraeus,mesophilic,train
C7T1P4,Conus ebraeus,mesophilic,train
C7T1P3,Conus ebraeus,mesophilic,train
Q24UA5,Desulfitobacterium hafniense,mesophilic,train
P0CH16,Conus parius,mesophilic,train
P46155,Klebsiella aerogenes,mesophilic,train
A1ZB58,Drosophila melanogaster,mesophilic,train
Q8ZMQ3,Salmonella typhimurium,mesophilic,train
A0A1D6I2W4,Zea mays,mesophilic,train
P84542,Populus euphratica,mesophilic,train
A0A5K4F5L9,Schistosoma mansoni,mesophilic,train
Q0RE94,Frankia alni,mesophilic,train
Q1JFQ7,Streptococcus pyogenes,mesophilic,train
Q9PR55,Ureaplasma parvum,mesophilic,train
Q57985,Methanocaldococcus jannaschii,thermophilic,train
A0A0N4U2K6,Dracunculus medinensis,mesophilic,train
H2L2I6,Caenorhabditis elegans,mesophilic,train
Q54GP0,Dictyostelium discoideum,mesophilic,train
P21215,Clostridium sp.,mesophilic,train
Q9ZJR4,Helicobacter pylori,mesophilic,train
Q59055,Methanocaldococcus jannaschii,thermophilic,train
A0QWH0,Mycolicibacterium smegmatis,mesophilic,train
X8EYH7,Mycobacterium ulcerans,mesophilic,train
X8F0F5,Mycobacterium ulcerans,mesophilic,train
Q4J8X9,Sulfolobus acidocaldarius,thermophilic,train
P19863,Canis lupus,mesophilic,train
A0A1D5NSW1,Danio rerio,mesophilic,train
A0A1B0GWH6,Homo sapiens,mesophilic,train
P0DSM5,Neoponera inversa,mesophilic,train
P31787,Saccharomyces cerevisiae,mesophilic,train
P42281,Drosophila melanogaster,mesophilic,train
P61868,Saccharomyces pastorianus,psychrophilic,train
Q9Y7Z3,Schizosaccharomyces pombe,mesophilic,train
A0A1D8PQN3,Candida albicans,mesophilic,train
P61867,Saccharomyces pastorianus,psychrophilic,train
Q0RDN6,Frankia alni,mesophilic,train
Q2J6Z2,Frankia casuarinae,mesophilic,train
Q041W5,Lactobacillus gasseri,mesophilic,train
C3PL13,Corynebacterium aurimucosum,mesophilic,train
B8DV04,Bifidobacterium animalis,mesophilic,train
O26095,Helicobacter pylori,mesophilic,train
P15064,Dictyostelium discoideum,mesophilic,train
P79737,Danio rerio,mesophilic,train
Q91079,Limanda limanda,mesophilic,train
P80568,Bacillus cereus,mesophilic,train
A0A3P7G2E0,Wuchereria bancrofti,mesophilic,train
Q04G65,Oenococcus oeni,mesophilic,train
Q2RMI9,Moorella thermoacetica,thermophilic,train
Q8G575,Bifidobacterium longum,mesophilic,train
A4J0G0,Desulfotomaculum reducens,mesophilic,train
Q02CB5,Solibacter usitatus,mesophilic,train
A1SZG8,Psychromonas ingrahamii,psychrophilic,train
A1U4L8,Marinobacter hydrocarbonoclasticus,mesophilic,train
Q32D03,Shigella dysenteriae,mesophilic,train
Q9HV94,Pseudomonas aeruginosa,mesophilic,train
P85905,Pseudotsuga menziesii,mesophilic,train
A0A0D2GSF8,Fonsecaea pedrosoi,mesophilic,train
P52018,Caenorhabditis elegans,mesophilic,train
U7PP27,Sporothrix schenckii,mesophilic,train
A0A0K0EFJ3,Strongyloides stercoralis,mesophilic,train
Q4V5H1,Drosophila melanogaster,mesophilic,train
A0A7I4KKU4,Brugia malayi,mesophilic,train
A0A044QN70,Onchocerca volvulus,mesophilic,train
B2IQT4,Streptococcus pneumoniae,mesophilic,train
P83629,Felis catus,mesophilic,train
C1KX54,Listeria monocytogenes,mesophilic,train
Q8Y5G1,Listeria monocytogenes,mesophilic,train
B8DH16,Listeria monocytogenes,mesophilic,train
Q71XR2,Listeria monocytogenes,mesophilic,train
A9A909,Methanococcus maripaludis,mesophilic,train
A4G0R6,Methanococcus maripaludis,mesophilic,train
A6VHR9,Methanococcus maripaludis,mesophilic,train
A6UQT7,Methanococcus vannielii,mesophilic,train
P0C036,Methanococcus maripaludis,mesophilic,train
A6UWZ3,Methanococcus aeolicus,thermophilic,train
Q83HM6,Tropheryma whipplei,mesophilic,train
Q83GK3,Tropheryma whipplei,mesophilic,train
A2SPK0,Methanocorpusculum labreanum,mesophilic,train
Q3IU60,Natronomonas pharaonis,thermophilic,train
A0AKK9,Listeria welshimeri,mesophilic,train
A0A075B6D1,Mus musculus,mesophilic,train
Q46LK1,Prochlorococcus marinus,mesophilic,train
A0A0K0DTW6,Strongyloides stercoralis,mesophilic,train
Q0HX95,Shewanella sp.,mesophilic,train
Q0TDP8,Escherichia coli,mesophilic,train
B5YQF1,Escherichia coli,mesophilic,train
B7MME1,Escherichia coli,mesophilic,train
A1AFD9,Escherichia coli,mesophilic,train
B7MZQ2,Escherichia coli,mesophilic,train
B7LYY3,Escherichia coli,mesophilic,train
B1IT54,Escherichia coli,mesophilic,train
B7N7K6,Escherichia coli,mesophilic,train
Q8XCU6,Escherichia coli,mesophilic,train
B7LFL6,Escherichia coli,mesophilic,train
Q83JS1,Shigella flexneri,mesophilic,train
B6I789,Escherichia coli,mesophilic,train
Q0PBP7,Campylobacter jejuni,mesophilic,train
Q2FWS1,Staphylococcus aureus,mesophilic,train
Q2FYA9,Staphylococcus aureus,mesophilic,train
B5E5R2,Streptococcus pneumoniae,mesophilic,train
C1CLB2,Streptococcus pneumoniae,mesophilic,train
B2IQM0,Streptococcus pneumoniae,mesophilic,train
A3CMF5,Streptococcus sanguinis,mesophilic,train
B1ICK4,Streptococcus pneumoniae,mesophilic,train
P67362,Streptococcus pneumoniae,mesophilic,train
C1CQV3,Streptococcus pneumoniae,mesophilic,train
P67361,Streptococcus pneumoniae,mesophilic,train
Q04JU6,Streptococcus pneumoniae,mesophilic,train
C1CEZ2,Streptococcus pneumoniae,mesophilic,train
C1C803,Streptococcus pneumoniae,mesophilic,train
A7MP89,Cronobacter sakazakii,mesophilic,train
Q9FMN0,Arabidopsis thaliana,mesophilic,train
Q0HKZ7,Shewanella sp.,mesophilic,train
B7NI16,Escherichia coli,mesophilic,train
Q9VLS4,Drosophila melanogaster,mesophilic,train
P31824,Manduca sexta,mesophilic,train
Q9VS21,Drosophila melanogaster,mesophilic,train
P84600,Pithecopus hypochondrialis,mesophilic,train
P84936,Pithecopus azureus,mesophilic,train
P83637,Pithecopus oreades,mesophilic,train
Q2JNH2,Synechococcus sp.,mesophilic,train
Q3IPI5,Natronomonas pharaonis,thermophilic,train
Q72L64,Thermus thermophilus,thermophilic,train
Q1J123,Deinococcus geothermalis,thermophilic,train
Q5SKS6,Thermus thermophilus,thermophilic,train
X8F4B4,Mycobacterium ulcerans,mesophilic,train
Q083B7,Shewanella frigidimarina,psychrophilic,train
Q0HV56,Shewanella sp.,mesophilic,train
B1KG50,Shewanella woodyi,mesophilic,train
A3QEI9,Shewanella loihica,mesophilic,train
A3D4J3,Shewanella baltica,psychrophilic,train
A8FV66,Shewanella sediminis,psychrophilic,train
A4Y6Z6,Shewanella putrefaciens,mesophilic,train
A0KWW4,Shewanella sp.,mesophilic,train
Q0HIS8,Shewanella sp.,mesophilic,train
Q8EER0,Shewanella oneidensis,mesophilic,train
Q9KUQ7,Vibrio cholerae,mesophilic,train
B1LDG2,Escherichia coli,mesophilic,train
A8GJ38,Serratia proteamaculans,mesophilic,train
Q8EBY9,Shewanella oneidensis,mesophilic,train
C3LRX5,Vibrio cholerae,mesophilic,train
Q8FE28,Escherichia coli,mesophilic,train
Q9LSR3,Arabidopsis thaliana,mesophilic,train
Q8CYA3,Streptococcus pneumoniae,mesophilic,train
P54379,Bacillus subtilis,mesophilic,train
P85525,Viola biflora,mesophilic,train
P58458,Oldenlandia affinis,mesophilic,train
C0HKI4,Melicytus dentatus,mesophilic,train
C0HL25,Psychotria brachyceras,mesophilic,train
P85242,Viola biflora,mesophilic,train
C0HL27,Psychotria leiocarpa,mesophilic,train
P83938,Oldenlandia affinis,mesophilic,train
C0HJS5,Clitoria ternatea,mesophilic,train
C0HL30,Psychotria leiocarpa,mesophilic,train
P58453,Viola arvensis,mesophilic,train
P85133,Oldenlandia affinis,mesophilic,train
P85128,Oldenlandia affinis,mesophilic,train
P85185,Viola odorata,mesophilic,train
C0HL26,Psychotria brachyceras,mesophilic,train
P85132,Oldenlandia affinis,mesophilic,train
C0HKJ7,Melicytus obovatus,mesophilic,train
C0HL24,Psychotria brachyceras,mesophilic,train
P58449,Viola arvensis,mesophilic,train
P81419,Solanum tuberosum,mesophilic,train
P93258,Mesembryanthemum crystallinum,thermophilic,train
C0HK70,Zingiber officinale,mesophilic,train
A4J2F3,Desulfotomaculum reducens,mesophilic,train
P19094,Mustelus canis,mesophilic,train
B3EWW6,Cupiennius salei,mesophilic,train
C0NHE2,Ajellomyces capsulatus,mesophilic,train
Q5SHD6,Thermus thermophilus,thermophilic,train
Q72HP3,Thermus thermophilus,thermophilic,train
C0HL28,Psychotria leiocarpa,mesophilic,train
P83836,Viola odorata,mesophilic,train
P58452,Viola arvensis,mesophilic,train
P85239,Viola biflora,mesophilic,train
P36379,Neovison vison,mesophilic,train
A8FU94,Shewanella sediminis,psychrophilic,train
A0A077ZJN3,Trichuris trichiura,mesophilic,train
A0A0P0W791,Oryza sativa,mesophilic,train
Q5NHJ8,Francisella tularensis,mesophilic,train
B2SDR3,Francisella tularensis,mesophilic,train
A0Q5C7,Francisella tularensis,mesophilic,train
P83546,Pagrus major,mesophilic,train
P83545,Pagrus major,mesophilic,train
E7F3A4,Danio rerio,mesophilic,train
Q5RDN9,Pongo abelii,mesophilic,train
Q65Z95,Mus musculus,mesophilic,train
Q9DG42,Coturnix japonica,mesophilic,train
B1GZ23,Endomicrobium trichonymphae,mesophilic,train
Q6AXK6,Danio rerio,mesophilic,train
D4A9Y3,Rattus norvegicus,mesophilic,train
Q65Z59,Chlorocebus aethiops,mesophilic,train
P85131,Oldenlandia affinis,mesophilic,train
C0HL29,Psychotria leiocarpa,mesophilic,train
P83835,Viola arvensis,mesophilic,train
P58446,Viola arvensis,mesophilic,train
C0HL31,Psychotria leiocarpa,mesophilic,train
P58447,Viola arvensis,mesophilic,train
P58448,Viola arvensis,mesophilic,train
P85129,Oldenlandia affinis,mesophilic,train
C0HK41,Melicytus chathamicus,mesophilic,train
C0HKI3,Melicytus angustifolius,mesophilic,train
P85240,Viola biflora,mesophilic,train
Q9ESC7,Mus musculus,mesophilic,train
Q6G7S2,Staphylococcus aureus,mesophilic,train
P0A0M2,Staphylococcus aureus,mesophilic,train
Q6GF37,Staphylococcus aureus,mesophilic,train
Q9CGA9,Lactococcus lactis,mesophilic,train
Q5FKK2,Lactobacillus acidophilus,mesophilic,train
A8YUY2,Lactobacillus helveticus,mesophilic,train
A5UFJ6,Haemophilus influenzae,mesophilic,train
A5UBB4,Haemophilus influenzae,mesophilic,train
P44461,Haemophilus influenzae,mesophilic,train
A3QH58,Shewanella loihica,mesophilic,train
P44076,Haemophilus influenzae,mesophilic,train
Q8FD17,Escherichia coli,mesophilic,train
A5UE77,Haemophilus influenzae,mesophilic,train
Q57J68,Salmonella choleraesuis,mesophilic,train
A9N8A7,Salmonella paratyphi,mesophilic,train
Q8ZLN0,Salmonella typhimurium,mesophilic,train
Q8EKQ3,Shewanella oneidensis,mesophilic,train
Q0I0R7,Shewanella sp.,mesophilic,train
A4Y1D2,Shewanella putrefaciens,mesophilic,train
A9KUA7,Shewanella baltica,psychrophilic,train
A0KR66,Shewanella sp.,mesophilic,train
